Epoch,Train Loss,Test Loss
1,0.08608520978026919,0.05946678161621094
2,0.06032615505986744,0.0569778877000014
3,0.057196049016934855,0.0571826692422231
4,0.05591682032302574,0.05664140785733859
5,0.054745107370394244,0.056110530098279314
6,0.053108465218985525,0.05449429258704185
7,0.05221218521396319,0.05498084177573522
8,0.05075774954976859,0.057539105614026385
9,0.04966322915421592,0.056696206082900366
10,0.047138266662756605,0.07458954652150472
11,0.04598639420337147,0.0735553078353405
12,0.04329635270767742,0.09982027560472488
13,0.04015117792619599,0.06225075443585714
14,0.037233734108783584,0.06499587739507358
15,0.033917804713602416,0.06593158344427745
16,0.03253415021631453,0.09830840607484181
17,0.030322407428865078,0.06392097408572833
18,0.0278409480938205,0.06480795388420423
19,0.02611907095544868,0.06724126035968463
20,0.0253718393654735,0.06400332748889923
21,0.023978343371439864,0.07197790652513504
22,0.023997409385111596,0.06610988741119703
23,0.023800355549211855,0.07526051829258601
24,0.022734755686035862,0.06312099422017733
25,0.021659301444888115,0.0643228442966938
26,0.020038592420794345,0.09289906144142152
27,0.019483313116210477,0.12195210268100103
28,0.018660912229507057,0.10360659728447597
29,0.01816673809731448,0.07245389650265376
30,0.017442629649131385,0.07284555455048879
31,0.016059391275048254,0.07835136969884236
32,0.014951430766118897,0.0792203355828921
33,0.014418750786119037,0.08127921601136526
34,0.013746779457562499,0.08189225018024444
35,0.013386212519749446,0.08137068370978037
36,0.01296306105537547,0.08165527562300365
37,0.012189563689408479,0.0806023038427035
38,0.011376155217488608,0.07824920083085696
39,0.011257148411262918,0.08019448091586431
40,0.010516070984303951,0.15036395450433096
41,0.010081410627398226,0.07421303242444992
42,0.009649113826453686,0.07482570836941402
43,0.009468501028087405,0.07803530320525169
44,0.008890999986065759,0.07963034292062124
45,0.008624166428214975,0.09871546377738318
46,0.008759721583790249,0.07565415526429813
47,0.008600039580078036,0.07407665997743607
48,0.008132398174040847,0.08888175100088119
49,0.007582543389526782,0.0755316823720932
50,0.007473253836096437,0.08428971429665884
51,0.007358381898590812,0.09512264529863994
52,0.007062674130278605,0.07803918759028117
53,0.007185176117000756,0.09807626674572627
54,0.00728592227316565,0.07991192455093066
55,0.006441170999573337,0.07882329235474268
56,0.006142918932493086,0.0788624591132005
57,0.006068093455913994,0.07539618879556656
58,0.005904025165019212,0.0830720869700114
59,0.005762528735040515,0.07738801583647728
60,0.005469378663433923,0.0755684021115303
61,0.005351203808354007,0.08878931606809298
62,0.005208190034523054,0.08120653599500656
63,0.005041489439706007,0.07503925348321597
64,0.005022625414723599,0.07830112780133883
65,0.004906334134025706,0.0755500657359759
66,0.004845880759121091,0.07178130368391673
67,0.004865860896254027,0.07802333215872446
68,0.00447589293881147,0.08205205664038658
69,0.004357981035416877,0.08275319745143254
70,0.004516392287418798,0.07949940492709477
71,0.004648011673793749,0.07473857507109642
72,0.00462336945106034,0.08785281628370285
73,0.004797766932320815,0.09758586664994558
74,0.0046231903287547605,0.09818675597508748
75,0.004528327214497107,0.08083695640166601
76,0.0043905186473771375,0.08460562278827032
77,0.0042138188228838976,0.07765069862206776
78,0.004200878825590566,0.0776657180984815
79,0.004030113572737685,0.08158696552117665
80,0.00396127203617383,0.10228946179151535
81,0.00393788606894237,0.07937763124704361
82,0.003909471617252739,0.07680905962983767
83,0.003695990574994573,0.07898760537306468
84,0.003408570258222796,0.08103760331869125
85,0.00342912330671593,0.07820558066169421
86,0.003434224452961374,0.0799705488483111
87,0.0034655570790723517,0.07187917346755664
88,0.0033446081048222605,0.08042488505442937
89,0.0033766768155274567,0.07441943526268005
90,0.0033596450714739384,0.0841131396094958
91,0.0033007297775259725,0.08259146307905516
92,0.0032170383156173757,0.07371574501196543
93,0.0032281454600807695,0.07610751370588939
94,0.0032343498313868488,0.12947134792804718
95,0.0034313173443768865,0.12587393045425416
96,0.003252371336436934,0.08542554905017218
97,0.00318455674858005,0.08583474308252334
98,0.00324592176652341,0.08155292570590973
99,0.00320513601794287,0.08065664490063985
100,0.0032260368812691283,0.08976940850416819
101,0.0030219581578340795,0.08006358563899994
102,0.0029089937593649935,0.07462039545178413
103,0.002769020079738564,0.08489400168259939
104,0.002929903236390264,0.07679156397779782
105,0.003083979280113622,0.08699085762103399
106,0.0028207797846860356,0.0945566596587499
107,0.002769124103296134,0.10258433570464452
108,0.0027878087386488913,0.08019815723101298
109,0.0027463863403708847,0.09288912067810694
110,0.002638184705197259,0.07604832619428635
111,0.0025991901765680977,0.0832050601641337
112,0.002679732264605937,0.09707937677701314
113,0.002642311316880363,0.0910484954714775
114,0.002805863258049444,0.07401192406813303
115,0.0026804002081216487,0.07525799418489139
116,0.0024962662629507207,0.08006631165742874
117,0.002525241363931585,0.07876206745704015
118,0.002506132874361895,0.07856918146212896
119,0.0024034994233537604,0.09049929996331532
120,0.002183987707313564,0.07377506618698439
121,0.0024891059987109014,0.09144022385279338
122,0.002856388232084336,0.08080556839704514
123,0.002827256351226458,0.09455520749092101
124,0.002865480556394215,0.08997290045022964
125,0.002731006745662954,0.0912483615676562
126,0.0025162569730094184,0.07288762216766675
127,0.002408508206545203,0.07463851864139238
128,0.0023352563450181924,0.07946992049614589
129,0.0023926790320762882,0.07411007136106491
130,0.0023872604966163635,0.07934942881266276
131,0.0025332680344581603,0.14761793692906697
132,0.0024809469686200222,0.07815324892600377
133,0.0023882303424869423,0.07765178501605988
134,0.002362568015922551,0.09023688316345214
135,0.0022923004785897557,0.0762569031616052
136,0.0022189697223129095,0.07581474949916203
137,0.0020604418000827233,0.07840027372042338
138,0.0019314313200474889,0.07575103983283044
139,0.0019790916200037355,0.11572659869988759
140,0.0019912028802489793,0.07193653131524722
141,0.0019118707370081986,0.07564015438159306
142,0.00203556501996462,0.07826829954981804
143,0.0019564492990159325,0.07567495788137119
144,0.001972065624884433,0.08464833651979764
145,0.0019946218440654103,0.0756286084651947
146,0.0020581944024673214,0.07511242533723514
147,0.0019114258295545976,0.09213491608699163
148,0.0018016342346177058,0.07751078963279724
149,0.0017506574425432417,0.07951238587498664
150,0.0018649701173934672,0.07422517294685047
151,0.001883521396494298,0.07703892479340235
152,0.0020170273731842086,0.07959202547868093
153,0.0021614517992431365,0.07978719845414162
154,0.001971475438180345,0.10161617716153462
155,0.0018973864233811145,0.08174663300315539
156,0.0018903360984943531,0.07690205797553062
157,0.0018971774330431665,0.07939960340658823
158,0.0021019846045722563,0.11990827977657319
159,0.002065965461337732,0.0737258497873942
160,0.0019412530682705066,0.08466804842154185
161,0.0019204979338165787,0.07115411400794983
162,0.0020237742473060887,0.08020295162995657
163,0.0019535842679303003,0.0746305505434672
164,0.0019244011881312838,0.07590234781304996
165,0.0017558453549389487,0.1477503099044164
166,0.0020103101320219814,0.07593701144059499
167,0.001800796651729831,0.07997847631573678
168,0.0016723342327814963,0.07413344542185465
169,0.001644872229339348,0.08418648491303125
170,0.0015668100920609301,0.07596160774429639
171,0.0016814242696596518,0.0734055244922638
172,0.0015800633616055604,0.081617967436711
173,0.0015433103077251602,0.07491891066233317
174,0.001654711177020713,0.07872883314887683
175,0.0015321989333326065,0.08600755259394646
176,0.0014321374829375634,0.07446924890081087
177,0.0014555171535660823,0.07579769482215246
178,0.0014955708443152684,0.0731016327937444
179,0.0014418042706394636,0.08576529209812482
180,0.0013852132189398011,0.07548723126451175
181,0.001411586974195584,0.07810670157273611
182,0.0015198816112415106,0.08290585915247599
183,0.0014775110794990152,0.07415019989013671
184,0.0014175303371761132,0.09782841136058172
185,0.0014083641760603146,0.0768369276324908
186,0.0013439161618481632,0.07631281594435374
187,0.0013627754820993653,0.07839164386192958
188,0.0012845035081867266,0.07977778951327007
189,0.0013822308417271686,0.07736586297551791
190,0.0013080209612639413,0.07553898215293885
191,0.001282921646790648,0.08098753233750661
192,0.001325687734513647,0.07958047101895015
193,0.0013590236522119355,0.07889680003126462
194,0.001330869690756555,0.10090074201424916
195,0.001294545707879243,0.07478652969002723
196,0.0013183576924105484,0.08356916695833207
197,0.001294173106758131,0.0730589007337888
198,0.0012495301932924324,0.07245826298991839
199,0.0012789956390581749,0.0795470463236173
200,0.0012943677124739796,0.07076873396833738
201,0.0013583662942120874,0.08605457385381063
202,0.0012566902505716793,0.07882816130916277
203,0.0012027767750745018,0.07398612280686696
204,0.0012768913720975872,0.08101305882136027
205,0.0012902290774164376,0.07928225666284561
206,0.0012121964197743822,0.07724162499109904
207,0.001210877031294836,0.07773591846227645
208,0.0012424104434817479,0.07619992087284724
209,0.0012537088805671644,0.0770296029249827
210,0.0012281459613047816,0.07718744233250618
211,0.0011555680955104806,0.07545251299937566
212,0.0012451691468487736,0.07823381508390109
213,0.0012699156723640582,0.0829022894303004
214,0.001273140536138305,0.0806473291416963
215,0.0015072951448598393,0.08884655450781187
216,0.0015256532762820522,0.08980039844910304
217,0.0014212382270920056,0.07654274145762126
218,0.0013938568908445261,0.08003493616978327
219,0.0013293466739425506,0.07646159922083219
220,0.0012320648259655745,0.07650866876045863
221,0.0011529390244848197,0.08988473743200302
222,0.0011725105057229046,0.07314125488201777
223,0.00118299365716262,0.07807039807240168
224,0.0011055169430457883,0.08157866790890694
225,0.0010529197047085123,0.07415305688977242
226,0.0010659086029907619,0.07795452237129212
227,0.0010386977487899087,0.07650320440530776
228,0.0010410298048346132,0.07683503061532974
229,0.00109430604579824,0.0825541044274966
230,0.0010113342749644761,0.08218556821346283
231,0.0010012875235191098,0.07874451190233231
232,0.0010111250378260458,0.08401124984025955
233,0.0010292986181944057,0.07362640788157782
234,0.0010898128317462074,0.08197534402211507
235,0.0010238013542429717,0.0757643228272597
236,0.0010936950830121835,0.08927733590205511
237,0.001039247865167757,0.07795368159810702
238,0.0011261444078344439,0.1209177338083585
239,0.001142341556734647,0.08498732765515646
240,0.00107926938475834,0.07688358008861541
241,0.0010092908928722695,0.08635071903467179
242,0.001032704529783654,0.07518343478441239
243,0.0010747290185342232,0.08286077320575715
244,0.001129803405729709,0.07857316692670187
245,0.0010721236205211392,0.10738351047039033
246,0.001003262417183982,0.07404321238398552
247,0.0011374988669046648,0.07965812593698501
248,0.0012136058859458124,0.08050103882948557
249,0.0011254043625322757,0.08697848111391067
250,0.0010529076906472996,0.09957913676897685
251,0.0010558842362284107,0.07887285163005194
252,0.0011433571675378415,0.07920303031802177
253,0.001011837892993181,0.07826877022782962
254,0.0009589501078826961,0.07485007757941882
255,0.0009820720134302973,0.08155419687430064
256,0.000917040311076023,0.08013166959087054
257,0.0010181999430750254,0.07199932768940925
258,0.0009757435618451348,0.0832762980957826
259,0.0010338465022613054,0.07486656924088796
260,0.0010000100956919292,0.08149207949638367
261,0.0012331891894616462,0.106476236085097
262,0.001364502081544035,0.08920254518588384
263,0.001465986809451823,0.10347013543049495
264,0.0016411449813663408,0.08662470291058222
265,0.0013614492102836568,0.17009908159573872
266,0.001167399887064541,0.07479602932929992
267,0.001196145967890819,0.09887542963027954
268,0.0010983186611836708,0.07554032524426778
269,0.0010281441242572058,0.1041176591316859
270,0.0009953130086607954,0.07467079346378644
271,0.0009303157916292548,0.077818626811107
272,0.0008881445230778168,0.07774987310171128
273,0.0009016339794767124,0.07861421833435694
274,0.000843373244818024,0.0863386798898379
275,0.0008602256662453766,0.08283644547065099
276,0.0008303248661535757,0.08194120774666468
277,0.0008042450265579478,0.07598265121380487
278,0.0008669283503183612,0.07818398008743922
279,0.0008323685129828475,0.07440149664878845
280,0.0008552257644219531,0.07812185724576315
281,0.0008231313883637389,0.0820283051331838
282,0.00084500543066059,0.08734427551428477
283,0.001045239512567167,0.07846076260010401
284,0.0009176169560911755,0.07242653946081798
285,0.000917533285467437,0.07890417486429215
286,0.0008907750021252367,0.083261954387029
287,0.0008488818011419089,0.08945643146832784
288,0.0008303542402400462,0.09833476205666859
289,0.0008982160447717264,0.07245287145177523
290,0.0008744651208528214,0.08436700284481048
291,0.0008813269042271983,0.13169104993343353
292,0.0008250754882788493,0.07616554667552312
293,0.0007727733583844923,0.08658863718310993
294,0.0008077784086991516,0.09822304566701254
295,0.0008346651538482143,0.08557489256064098
296,0.0008166101645609295,0.07031134635210037
